Appliances,lights,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,day_of_week,is_weekend,month,avg_temp,avg_humidity
90,10,5.0,741.966666666667,91.0,5.0,40.0,3.6666666666666705,8,1,0,1,17.252839506172833,53.15123456790123
60,0,4.95,742.0499999999998,91.0,5.0,40.0,3.6,8,1,0,1,17.226666666666667,52.86500000000002
60,0,4.9,742.1333333333331,91.0,5.0,40.0,3.53333333333333,8,1,0,1,17.178518518518516,52.58111111111112
60,0,4.85,742.216666666667,91.0,5.0,40.0,3.4666666666666694,8,1,0,1,17.13111111111111,52.39092592592592
50,0,4.8,742.2999999999998,91.0,5.0,40.0,3.4,9,1,0,1,17.10120370370371,52.245925925925924
60,0,4.883333333333329,742.3833333333331,91.0,5.0,38.16666666666669,3.4833333333333294,9,1,0,1,17.052222222222227,52.063703703703716
50,0,4.96666666666667,742.466666666667,91.0,5.0,36.33333333333329,3.56666666666667,9,1,0,1,17.044444444444448,51.96555555555556
30,0,5.05,742.5499999999998,91.0,5.0,34.5,3.65,9,1,0,1,17.03629629629629,51.7912962962963
40,0,5.133333333333329,742.6333333333331,91.0,5.0,32.66666666666669,3.7333333333333294,9,1,0,1,17.019999999999996,51.571111111111094
30,0,5.21666666666667,742.716666666667,91.0,5.0,30.8333333333333,3.8166666666666704,9,1,0,1,17.032592592592593,51.48703703703705
260,0,5.3,742.7999999999998,91.0,5.0,29.0,3.9,10,1,0,1,17.05037037037037,51.414444444444435
500,0,5.48333333333333,742.8833333333331,90.1666666666667,5.0,30.8333333333333,3.95,10,1,0,1,17.067777777777778,51.39888888888889
450,0,5.66666666666667,742.966666666667,89.3333333333333,5.0,32.66666666666669,4.0,10,1,0,1,17.126296296296303,51.64074074074073
50,10,5.85,743.0499999999998,88.5,5.0,34.5,4.05,10,1,0,1,17.192222222222217,51.744814814814795
60,0,6.03333333333333,743.1333333333331,87.6666666666667,5.0,36.33333333333329,4.1,10,1,0,1,17.27629629629628,51.59962962962963
60,0,6.21666666666667,743.216666666667,86.8333333333333,5.0,38.16666666666669,4.15,10,1,0,1,17.29444444444444,51.42407407407407
50,0,6.4,743.2999999999998,86.0,5.0,40.0,4.2,11,1,0,1,17.31888888888888,51.302037037037046
50,0,6.5,743.3333333333329,85.1666666666667,5.3333333333333295,38.0,4.16666666666667,11,1,0,1,17.391851851851854,51.22000000000001
50,0,6.6,743.366666666667,84.3333333333333,5.66666666666667,36.0,4.133333333333329,11,1,0,1,17.386296296296305,50.97925925925925
60,0,6.7,743.4,83.5,6.0,34.0,4.1,11,1,0,1,17.403888888888886,50.881111111111096
60,0,6.8,743.4333333333329,82.6666666666667,6.3333333333333295,32.0,4.06666666666667,11,1,0,1,17.43240740740741,50.66166666666667
60,0,6.9,743.466666666667,81.8333333333333,6.66666666666667,30.0,4.03333333333333,11,1,0,1,17.455185185185183,50.28462962962963
60,0,7.0,743.5,81.0,7.0,28.0,4.0,12,1,0,1,17.4837037037037,49.960740740740746
190,0,7.0833333333333295,743.5,80.6666666666667,7.0,30.0,4.01666666666667,12,1,0,1,17.496759259259253,49.48592592592592
220,0,7.16666666666667,743.5,80.3333333333333,7.0,32.0,4.03333333333333,12,1,0,1,17.503703703703707,49.4
170,0,7.25,743.5,80.0,7.0,34.0,4.05,12,1,0,1,17.541018518518513,49.22191358024691
390,0,7.3333333333333295,743.5,79.6666666666667,7.0,36.0,4.06666666666667,12,1,0,1,17.553333333333327,49.193999999999996
90,0,7.416666666666669,743.5,79.3333333333333,7.0,38.0,4.0833333333333295,12,1,0,1,17.555925925925926,49.133481481481475
60,0,7.5,743.5,79.0,7.0,40.0,4.1,13,1,0,1,17.578148148148152,49.17888888888889
290,0,7.416666666666669,743.5,79.3333333333333,7.16666666666667,40.0,4.06666666666667,13,1,0,1,17.5288888888889,49.07416666666666
130,0,7.3333333333333295,743.5,79.6666666666667,7.3333333333333295,40.0,4.03333333333333,13,1,0,1,17.528888888888897,49.03201388888888
140,0,7.25,743.5,80.0,7.5,40.0,4.0,13,1,0,1,17.53148148148148,48.76425925925924
240,0,7.16666666666667,743.5,80.3333333333333,7.666666666666669,40.0,3.9666666666666694,13,1,0,1,17.503333333333334,48.589413580246934
50,0,7.0833333333333295,743.5,80.6666666666667,7.8333333333333295,40.0,3.9333333333333296,13,1,0,1,17.516481481481478,48.59678130511465
60,0,7.0,743.5,81.0,8.0,40.0,3.9,14,1,0,1,17.538641975308643,48.37051851851852
60,0,6.98333333333333,743.5499999999998,80.1666666666667,7.5,40.0,3.7333333333333294,14,1,0,1,17.535925925925923,48.20544444444444
60,0,6.96666666666667,743.6,79.3333333333333,7.0,40.0,3.56666666666667,14,1,0,1,17.52185185185185,48.16296296296295
370,0,6.95,743.65,78.5,6.5,40.0,3.4,14,1,0,1,17.479444444444443,48.221851851851866
200,0,6.93333333333333,743.7,77.6666666666667,6.0,40.0,3.2333333333333294,14,1,0,1,17.437222222222218,48.22333333333333
70,0,6.91666666666667,743.75,76.8333333333333,5.5,40.0,3.06666666666667,14,1,0,1,17.405555555555562,48.32370370370369
50,0,6.9,743.7999999999998,76.0,5.0,40.0,2.9,15,1,0,1,17.39916666666666,48.36925925925927
40,0,6.8,743.8166666666668,77.0,4.8333333333333295,40.0,3.0,15,1,0,1,17.362962962962957,48.29185185185186
40,0,6.7,743.8333333333329,78.0,4.66666666666667,40.0,3.1,15,1,0,1,17.30666666666666,48.29333333333334
30,0,6.6,743.85,79.0,4.5,40.0,3.2,15,1,0,1,17.35879629629629,48.65453703703703
30,0,6.5,743.866666666667,80.0,4.3333333333333295,40.0,3.3,15,1,0,1,17.47925925925926,48.44407407407407
30,0,6.4,743.8833333333331,81.0,4.16666666666667,40.0,3.4,15,1,0,1,17.53240740740741,47.8898148148148
30,0,6.3,743.9,82.0,4.0,40.0,3.5,16,1,0,1,17.549100529100524,47.580674603174586
40,0,6.3333333333333295,743.95,80.8333333333333,4.5,38.16666666666669,3.3,16,1,0,1,17.506015712682377,47.563209876543205
50,0,6.36666666666667,744.0,79.6666666666667,5.0,36.33333333333329,3.1,16,1,0,1,17.445521885521885,47.3067037037037
40,0,6.4,744.0499999999998,78.5,5.5,34.5,2.9,16,1,0,1,17.40989417989418,47.24703703703704
40,0,6.43333333333333,744.1,77.3333333333333,6.0,32.66666666666669,2.7,16,1,0,1,17.335129629629627,47.417218013468016
40,0,6.46666666666667,744.15,76.1666666666667,6.5,30.8333333333333,2.5,16,1,0,1,17.32321581196581,47.43946759259261
60,0,6.5,744.2,75.0,7.0,29.0,2.3,17,1,0,1,17.301358024691364,47.47337822671156
60,10,6.31666666666667,744.283333333333,76.6666666666667,7.0,30.8333333333333,2.43333333333333,17,1,0,1,17.275555555555556,47.52699494949493
210,20,6.133333333333329,744.366666666667,78.3333333333333,7.0,32.66666666666669,2.56666666666667,17,1,0,1,17.27444444444444,47.56594276094276
380,20,5.95,744.45,80.0,7.0,34.5,2.7,17,1,0,1,17.25260381593713,47.76821548821548
370,40,5.76666666666667,744.533333333333,81.6666666666667,7.0,36.33333333333329,2.8333333333333295,17,1,0,1,17.24888888888888,48.094166666666666
230,30,5.5833333333333295,744.616666666667,83.3333333333333,7.0,38.16666666666669,2.9666666666666694,17,1,0,1,17.24814814814815,48.45407407407408
80,40,5.4,744.7,85.0,7.0,40.0,3.1,18,1,0,1,17.255925925925922,48.70018518518518
90,30,5.3,744.75,86.0,6.8333333333333295,40.0,3.15,18,1,0,1,17.25888888888889,48.79148148148151
70,20,5.2,744.7999999999998,87.0,6.66666666666667,40.0,3.2,18,1,0,1,17.255000000000003,48.89851851851851
40,10,5.1,744.85,88.0,6.5,40.0,3.25,18,1,0,1,17.261851851851848,49.02555555555556
40,0,5.0,744.9,89.0,6.3333333333333295,40.0,3.3,18,1,0,1,17.305555555555557,49.138333333333335
30,0,4.9,744.95,90.0,6.16666666666667,40.0,3.35,18,1,0,1,17.266481481481478,49.19250000000001
50,0,4.8,745.0,91.0,6.0,40.0,3.4,19,1,0,1,17.25222222222222,49.21592592592594
50,0,4.75,745.033333333333,91.3333333333333,6.16666666666667,40.0,3.4,19,1,0,1,17.238888888888894,49.24518518518519
60,0,4.7,745.0666666666668,91.6666666666667,6.3333333333333295,40.0,3.4,19,1,0,1,17.210740740740743,49.30777777777778
50,0,4.65,745.1,92.0,6.5,40.0,3.4,19,1,0,1,17.202962962962957,49.38666666666667
60,0,4.6,745.1333333333331,92.3333333333333,6.66666666666667,40.0,3.4,19,1,0,1,17.196296296296296,49.38962962962964
60,0,4.55,745.1666666666669,92.6666666666667,6.8333333333333295,40.0,3.4,19,1,0,1,17.142962962962958,49.36037037037036
60,0,4.5,745.2,93.0,7.0,40.0,3.4,20,1,0,1,17.11777777777778,49.38324074074074
50,0,4.53333333333333,745.3166666666668,92.6666666666667,6.8333333333333295,40.0,3.4,20,1,0,1,17.095555555555563,49.478148148148136
50,0,4.56666666666667,745.4333333333329,92.3333333333333,6.66666666666667,40.0,3.4,20,1,0,1,17.07925925925925,49.521481481481466
50,0,4.6,745.5499999999998,92.0,6.5,40.0,3.4,20,1,0,1,17.082222222222224,49.50111111111111
50,0,4.633333333333329,745.6666666666669,91.6666666666667,6.3333333333333295,40.0,3.4,20,1,0,1,17.075555555555557,49.47777777777779
50,0,4.66666666666667,745.783333333333,91.3333333333333,6.16666666666667,40.0,3.4,20,1,0,1,17.02296296296296,49.44222222222221
60,0,4.7,745.9,91.0,6.0,40.0,3.4,21,1,0,1,16.992592592592594,49.452962962962964
60,0,4.8,745.95,90.5,6.16666666666667,38.16666666666669,3.41666666666667,21,1,0,1,16.989259259259264,49.492222222222225
40,0,4.9,746.0,90.0,6.3333333333333295,36.33333333333329,3.43333333333333,21,1,0,1,16.974814814814813,49.52037037037037
30,0,5.0,746.0499999999998,89.5,6.5,34.5,3.45,21,1,0,1,16.971111111111107,49.49925925925927
30,20,5.1,746.1,89.0,6.66666666666667,32.66666666666669,3.4666666666666694,21,1,0,1,16.952530864197527,49.469444444444456
30,10,5.2,746.15,88.5,6.8333333333333295,30.8333333333333,3.4833333333333294,21,1,0,1,16.962727272727275,49.51725589225589
40,0,5.3,746.2,88.0,7.0,29.0,3.5,22,1,0,1,17.000673400673406,49.63498877665544
50,10,5.3333333333333295,746.266666666667,87.3333333333333,6.8333333333333295,30.8333333333333,3.4,22,1,0,1,17.01807870370371,49.86891975308642
50,0,5.36666666666667,746.3333333333329,86.6666666666667,6.66666666666667,32.66666666666669,3.3,22,1,0,1,17.042832244008725,50.07165992322856
50,0,5.4,746.4,86.0,6.5,34.5,3.2,22,1,0,1,17.03710648148148,50.22033389450056
40,0,5.43333333333333,746.466666666667,85.3333333333333,6.3333333333333295,36.33333333333329,3.1,22,1,0,1,17.054814814814822,50.32666666666666
50,0,5.46666666666667,746.533333333333,84.6666666666667,6.16666666666667,38.16666666666669,3.0,22,1,0,1,17.057079124579133,50.35474747474746
40,0,5.5,746.6,84.0,6.0,40.0,2.9,23,1,0,1,17.06847222222222,50.29624999999999
40,0,5.5833333333333295,746.733333333333,83.3333333333333,6.3333333333333295,40.0,2.86666666666667,23,1,0,1,17.069533429533422,50.18338624338625
40,0,5.66666666666667,746.866666666667,82.6666666666667,6.66666666666667,40.0,2.8333333333333295,23,1,0,1,17.047901234567902,50.108172398589076
40,0,5.75,747.0,82.0,7.0,40.0,2.8,23,1,0,1,17.063888888888886,49.99043209876543
50,0,5.8333333333333295,747.1333333333331,81.3333333333333,7.3333333333333295,40.0,2.7666666666666706,23,1,0,1,17.07222222222222,50.00000000000001
50,0,5.91666666666667,747.266666666667,80.6666666666667,7.666666666666669,40.0,2.7333333333333294,23,1,0,1,17.086481481481474,50.0147037037037
50,0,6.0,747.4,80.0,8.0,40.0,2.7,0,2,0,1,17.079259259259263,49.94773148148148
30,0,5.883333333333329,747.533333333333,81.3333333333333,8.0,37.83333333333329,2.8333333333333295,0,2,0,1,17.08888888888889,49.822116402116414
20,0,5.76666666666667,747.6666666666669,82.6666666666667,8.0,35.66666666666669,2.9666666666666694,0,2,0,1,17.093148148148142,49.887962962962966
30,0,5.65,747.7999999999998,84.0,8.0,33.5,3.1,0,2,0,1,17.05787878787879,50.35350617283951
20,0,5.53333333333333,747.9333333333329,85.3333333333333,8.0,31.3333333333333,3.2333333333333294,0,2,0,1,17.041419753086423,50.679012345679006
40,0,5.41666666666667,748.0666666666668,86.6666666666667,8.0,29.166666666666696,3.36666666666667,0,2,0,1,17.033544973544966,50.85079365079365
50,0,5.3,748.2,88.0,8.0,27.0,3.5,1,2,0,1,17.010529100529098,50.765185185185196
60,0,5.3,748.3166666666668,88.5,8.0,26.0,3.56666666666667,1,2,0,1,16.998148148148143,50.82592592592593
50,0,5.3,748.4333333333329,89.0,8.0,25.0,3.6333333333333298,1,2,0,1,16.990740740740737,51.03666666666666
40,0,5.3,748.5499999999998,89.5,8.0,24.0,3.7,1,2,0,1,16.9783950617284,51.373580246913576
40,0,5.3,748.6666666666669,90.0,8.0,23.0,3.7666666666666706,1,2,0,1,16.97222222222222,51.52
50,0,5.3,748.783333333333,90.5,8.0,22.0,3.8333333333333295,1,2,0,1,16.983333333333334,51.66263888888888
40,0,5.3,748.9,91.0,8.0,21.0,3.9,2,2,0,1,16.985856481481477,51.73734457671957
40,0,5.3333333333333295,749.0833333333329,90.6666666666667,8.0,21.5,3.8833333333333298,2,2,0,1,16.993518518518513,51.79475308641976
50,0,5.36666666666667,749.266666666667,90.3333333333333,8.0,22.0,3.86666666666667,2,2,0,1,16.995555555555555,51.763703703703705
50,0,5.4,749.45,90.0,8.0,22.5,3.85,2,2,0,1,16.99722222222222,51.66777777777777
50,0,5.43333333333333,749.6333333333331,89.6666666666667,8.0,23.0,3.8333333333333295,2,2,0,1,16.996666666666666,51.55966049382716
40,0,5.46666666666667,749.8166666666668,89.3333333333333,8.0,23.5,3.8166666666666704,2,2,0,1,17.007564102564096,51.54836182336183
30,0,5.5,750.0,89.0,8.0,24.0,3.8,3,2,0,1,16.99043209876543,51.48734567901233
20,0,5.48333333333333,750.2,89.0,8.0,24.0,3.7833333333333297,3,2,0,1,16.981851851851857,51.48052469135803
20,0,5.46666666666667,750.4,89.0,8.0,24.0,3.7666666666666706,3,2,0,1,16.979938271604933,51.437345679012346
20,0,5.45,750.6,89.0,8.0,24.0,3.75,3,2,0,1,16.984567901234566,51.42265432098765
50,0,5.43333333333333,750.7999999999998,89.0,8.0,24.0,3.7333333333333294,3,2,0,1,16.975864197530864,51.25518518518518
50,0,5.41666666666667,751.0,89.0,8.0,24.0,3.7166666666666694,3,2,0,1,16.96890572390572,51.14098765432098
50,0,5.4,751.2,89.0,8.0,24.0,3.7,4,2,0,1,16.955294117647046,51.01800094966761
40,0,5.36666666666667,751.3166666666668,89.1666666666667,8.0,23.666666666666696,3.6833333333333296,4,2,0,1,16.967498514557334,50.933888888888895
40,0,5.3333333333333295,751.4333333333329,89.3333333333333,8.0,23.3333333333333,3.6666666666666705,4,2,0,1,16.96703703703703,50.942345679012355
50,0,5.3,751.5499999999998,89.5,8.0,23.0,3.65,4,2,0,1,16.963148148148147,50.90907407407408
40,0,5.26666666666667,751.6666666666669,89.6666666666667,8.0,22.666666666666696,3.6333333333333298,4,2,0,1,16.94049382716049,50.945925925925934
50,0,5.23333333333333,751.783333333333,89.8333333333333,8.0,22.3333333333333,3.61666666666667,4,2,0,1,16.947901234567905,50.97253086419754
50,0,5.2,751.9,90.0,8.0,22.0,3.6,5,2,0,1,16.94395833333333,50.92675925925926
50,0,5.16666666666667,752.0499999999998,90.0,7.8333333333333295,22.166666666666696,3.56666666666667,5,2,0,1,16.91444444444444,50.844783068783066
40,0,5.133333333333329,752.2,90.0,7.666666666666669,22.3333333333333,3.53333333333333,5,2,0,1,16.884259259259256,50.812222222222225
40,0,5.1,752.35,90.0,7.5,22.5,3.5,5,2,0,1,16.87185185185185,50.86097643097642
50,0,5.06666666666667,752.5,90.0,7.3333333333333295,22.666666666666696,3.4666666666666694,5,2,0,1,16.882962962962964,50.89338624338623
20,0,5.03333333333333,752.65,90.0,7.16666666666667,22.8333333333333,3.43333333333333,5,2,0,1,16.901851851851855,50.87380471380471
